Circuit.ieee123, {7A2C6B38-75F4-49B7-97C7-99E9AF138F8C}
LineCode.303, {F09A2C1C-D279-4A1A-A39A-8DF813037495}
LineCode.304, {AB4CBEC3-ADD7-4475-9F1C-A3893338C6CD}
LineCode.400, {3C56B167-4F5C-4302-A182-B95DFA55F76C}
LineCode.601, {C2D5F3C8-1DF2-440E-B07F-D90355D46EDC}
LineCode.602, {C16CC684-DD0B-41E1-AB90-5C3917A653FA}
LineCode.603, {D47C936A-24D3-48BC-90CC-AC4ED85C8863}
LineCode.604, {C2CECDFB-4A17-4D2D-8BF8-8A7EF968646E}
LineCode.605, {0FAC7421-CCE7-4C68-AF8F-0BE507D71214}
LineCode.606, {72D64C4D-475A-44C5-B573-563F8184F888}
LineCode.607, {367FEC0E-4DB5-434F-B810-BB0E4E6746BB}
LineCode.721, {C2240737-772E-4A3C-BA88-90BA6FA81F5B}
LineCode.722, {19DFED55-0054-4043-AF79-BB5ABB2A01B1}
LineCode.723, {71FC2A8B-36F3-406A-B2BC-3D88A38C1643}
LineCode.724, {FDE035CB-EDC6-489C-B0AD-7AD62A6D5C4C}
XfmrCode.cimxfmrcode_reg2a, {E8BA442C-FA74-4B6F-A6CF-745CE24CF4A9}
XfmrCode.cimxfmrcode_reg3a, {1CF69FE0-64F6-4170-B3B9-1503C6736D3C}
XfmrCode.cimxfmrcode_reg4a, {30230BF5-B2DC-4FCF-B7CD-F2A539F2F29F}
XfmrCode.cimxfmrcode_reg3c, {144112E0-F61F-4E4E-8C66-11BD5AE9AEE9}
XfmrCode.cimxfmrcode_reg4b, {D358D129-703A-4922-98F5-2A831946D37E}
XfmrCode.cimxfmrcode_reg4c, {E43D7B91-87E8-46DC-85D3-D874EDF5C67E}
Station=Station=1, {2190832F-46EF-4F6A-BEC2-A83F3674C83B}
GeoRgn=GeoRgn=1, {9CBBB2A6-B274-4748-A901-FF2352FFADF4}
SubGeoRgn=SubGeoRgn=1, {800B2127-610F-476E-8814-98FC98F7D0F8}
CIMVer=IEC=1, {672A08CC-9CDD-43DB-83B3-81F12BB654EE}
CoordSys=Local=1, {9EAB4A0F-394B-4F5C-A69D-35AE23765856}
FdrLoc=ieee123=1, {0A4EC86C-A851-4F17-92B8-2458F5336CA1}
TopoIsland=Island=1, {51B9E05F-C518-4A88-BFD8-C94A28315695}
OpLimT=NormalAmps=1, {54D0259D-8D3A-4184-AF4B-E2E29CE5CC6D}
OpLimT=EmergencyAmps=1, {84F3B707-4DCF-4DB6-A3C5-5A88046E31F4}
OpLimT=AHi=1, {4630208B-A3C2-40F3-B347-FD9DC1332FF8}
OpLimT=ALo=1, {6FD5D5A2-7677-42B5-8251-CE67191DE5E4}
OpLimT=BHi=1, {4B7D309C-26B3-4470-B974-BF3CD87030E7}
OpLimT=BLo=1, {73F178B5-5D2D-4096-8ACA-945B8850D540}
BaseV=BaseV_4.1600=1, {BF7C8A7D-606B-416D-95AC-D8627B4EF727}
OpLimV=OpLimV_4.1600=1, {66DD5EFE-C3D1-44DF-8D15-B5887D40AB04}
OpLimAHi=BaseV_4.1600=1, {3C863335-3819-47C6-958F-07BA69227DDD}
OpLimALo=BaseV_4.1600=1, {ACCC8FF0-ED08-4952-B6AB-CC73842CF9BB}
OpLimBHi=BaseV_4.1600=1, {FEF9391F-83A9-4BB5-ACF8-8DBAD6C61B30}
OpLimBLo=BaseV_4.1600=1, {0AFFD701-6630-4532-A522-0736DF30A7DC}
BaseV=BaseV_0.4800=1, {D6296AC6-8DD2-4511-B312-FF0D0DF5A2C8}
OpLimV=OpLimV_0.4800=1, {683F8681-88F8-4DEE-9F22-CA345792B8E7}
OpLimAHi=BaseV_0.4800=1, {6CFD2F37-DC01-40C3-BCE7-57A14A89F830}
OpLimALo=BaseV_0.4800=1, {37D13515-1531-42D9-9777-CF2C424CAB6D}
OpLimBHi=BaseV_0.4800=1, {BF298BCF-64D1-4AF0-AFF5-7F405DEC72AC}
OpLimBLo=BaseV_0.4800=1, {5FB24D2D-5539-4BB5-A4AC-82B86D82425F}
Topo=150=1, {2D65D40D-E36F-45DE-ACE0-B971D629750D}
Topo=150r=1, {778C2F79-FDB0-4EE1-8F6E-1F8DDA240148}
Topo=149=1, {4A0C4275-3F91-4F88-82CB-43233CCCEE13}
Topo=1=1, {C2C29037-802F-42EA-BEE0-DE9EE2773220}
Topo=2=1, {946F11A6-3DA0-462B-AF1F-E241991A2234}
Topo=3=1, {7038E6F4-5F8D-49F1-9C97-C50916C1339D}
Topo=7=1, {C25B9A16-DFEC-47FA-A84D-370B91AC145C}
Topo=4=1, {A984C579-6CC1-455F-BC47-AE7428638401}
Topo=5=1, {47199BF9-50F0-4277-8AA9-8F72A22DB6C1}
Topo=6=1, {DB13B8CE-5BEC-4DEA-9267-0400EBA82018}
Topo=8=1, {30C158E2-C54D-464E-B639-901D719C8649}
Topo=12=1, {0BABD173-7316-44A2-8BBA-048FB95F2D8A}
Topo=9=1, {550D6006-484F-4A30-A582-4B527BB856B1}
Topo=13=1, {242F25F1-D751-4BFC-A659-B619DC04F0AB}
Topo=9r=1, {43C8FDBF-EDD6-42F3-A8DC-F068EF0F96B5}
Topo=14=1, {1162F986-0DE5-402E-BC29-19D9E89D23AE}
Topo=34=1, {276092AA-EAD7-4359-A1F3-2B8FD799CBD6}
Topo=18=1, {0D062793-25FC-43A9-8F0F-741EF11778C4}
Topo=11=1, {327AFACC-4E6F-44B0-85FC-45299507B2C8}
Topo=10=1, {FA0FEB51-1148-47C2-875F-4663FFB435E7}
Topo=15=1, {94BB3182-09A4-4FAB-84A6-F78610C4B7A4}
Topo=16=1, {52E70D14-74CD-47A5-9895-3B802A9F2C93}
Topo=17=1, {CE54E949-C868-4360-B62C-CF17AE90B902}
Topo=19=1, {AA43F171-3D1B-49F5-AAC6-3A83EA46431C}
Topo=21=1, {F772AF53-F7ED-4001-AB8F-31A11306324E}
Topo=20=1, {940C6621-4F71-4CCB-8507-E07082C75DBC}
Topo=22=1, {1823A974-073C-4E52-AC74-4D079E0E0EDB}
Topo=23=1, {9A3280AC-C94A-4200-8A4E-8C39D8C81182}
Topo=24=1, {649E0861-477A-4878-8EED-83667D516090}
Topo=25=1, {F9D8A689-9C99-4AA8-8C50-D10E161AC3CA}
Topo=25r=1, {5DDE52CE-F91A-4658-9EC7-065B94CCB090}
Topo=26=1, {DE8D19C5-E580-4DBD-862B-03DA5F145F2D}
Topo=28=1, {82E44C09-2520-419D-A46C-EECEFD81F17C}
Topo=27=1, {FFB43CDE-837D-4C7A-9418-4264F332E80A}
Topo=31=1, {7E23A285-F0C8-4A47-8656-72DC6808A8E7}
Topo=33=1, {BFEE75EE-875E-440F-9BC7-98735463D8EC}
Topo=29=1, {FF753A55-9AA9-4535-969B-CF49E8CCFBF2}
Topo=30=1, {EAD26454-A468-4CB1-9C4E-9A68F3E8D3C3}
Topo=250=1, {1BBA73F2-35FC-42B1-9A95-689DB9E78C2B}
Topo=32=1, {6B209F1C-9EC6-4F8B-ADC2-7A5B1EED36E1}
Topo=35=1, {3BA59E70-F7B0-4FDD-BC00-AF4FC23D7BBA}
Topo=36=1, {98F6424A-967D-4D49-BC4A-07DE8FD2BEE2}
Topo=40=1, {E8AC1079-26CC-478D-B44C-2C1A67E5E8BA}
Topo=37=1, {6A9207B7-56B4-4EDA-A04D-DDB8F29F508D}
Topo=38=1, {E6341063-5408-4C50-818D-556859FBBD79}
Topo=39=1, {19409336-710A-4262-95D0-A6C05D51F066}
Topo=41=1, {91DBAA20-B899-4AD8-B37F-7943B78369B6}
Topo=42=1, {67F25AB0-663B-4B6D-B6BE-F26862FFE7C8}
Topo=43=1, {7B13D7E4-E45A-49FB-B3D7-CC9ED4CFC441}
Topo=44=1, {40993EB2-D8CD-435F-888C-3E784015B573}
Topo=45=1, {7AFFACA0-151A-411C-8951-921400C74EF3}
Topo=47=1, {4253EDB8-CD83-4A9E-9588-E63E5373F2F3}
Topo=46=1, {4821537E-677E-4437-9B50-6F60F85B0FA4}
Topo=48=1, {AC4E25F8-2DE3-4C6C-B053-87762077E2B0}
Topo=49=1, {047EE0F2-AC54-489C-B8C9-E81826BAD6B4}
Topo=50=1, {7A5AE900-84F8-45E2-80AE-C1DC7BC2611C}
Topo=51=1, {192AD77A-2A34-43E7-8680-83998A1879C8}
Topo=151=1, {2D7B5CA5-07BD-4CED-8D88-EB23280614A0}
Topo=52=1, {04677A8F-7FA4-42BB-AED2-9CBBFBD3CDDE}
Topo=53=1, {EDF28015-653E-4663-9313-9D78566B67D0}
Topo=54=1, {11FF8629-7328-4705-AD48-D7E4E05AA9FC}
Topo=55=1, {D432AB4D-E00E-4BD3-8B99-34772011C43F}
Topo=57=1, {9DF18D9B-ED0C-4863-A161-E6CFA588D71C}
Topo=56=1, {3B96BE46-2B02-4468-A415-CE9BE0612F3C}
Topo=58=1, {280AFFC6-A10F-4E13-BCB8-A6BC2AA266E8}
Topo=60=1, {430E249D-3C6F-43FA-8B2D-E38185AEF4CA}
Topo=59=1, {E0FBC0D4-AD65-413C-9895-B52B52219E0B}
Topo=61=1, {745570C0-DE0D-4EEE-8E13-795E4C0787AF}
Topo=62=1, {232B5F31-B52E-4B39-AC24-44A4F0C90512}
Topo=63=1, {3DE66416-CC4F-446C-8461-1C61E47FE4EA}
Topo=64=1, {9EBEEDE3-1855-464C-8D78-2C4402C7B48D}
Topo=65=1, {E1432F9D-F374-454A-8536-CE7BF3570F85}
Topo=66=1, {F3032C85-7216-4883-9025-FB6A16159916}
Topo=67=1, {2CB68653-C7DC-4634-B5D1-11CA4D3C3D09}
Topo=68=1, {BB07FD78-10F4-4AA3-874F-A70DA4AD3962}
Topo=72=1, {385AEB17-F065-4C69-8D7F-6E4010832694}
Topo=97=1, {57E68643-DF15-4174-BD58-3BADBB7E82D3}
Topo=69=1, {1C2C04BB-153C-4C66-92F2-FAA4B4823EA8}
Topo=70=1, {8365C2C2-C832-4193-9037-DD0CE9FEC13D}
Topo=71=1, {86AAD4A5-8A3F-4F9F-8DB1-25601D1368B2}
Topo=73=1, {BDBABDBA-AED9-460A-A214-54A902B36844}
Topo=76=1, {858C8468-2578-4ACF-8CFA-A6E7D8AEA7E1}
Topo=74=1, {F38041BD-153C-4497-A24B-51E7F515FDA1}
Topo=75=1, {A2A041C3-6259-4E2B-A5B9-96E1EF4B056D}
Topo=77=1, {69CC40D9-C067-4265-9751-B658A1256AAD}
Topo=86=1, {18FE3CAD-F12F-4BF5-9311-C0DD4FA1D41D}
Topo=78=1, {09D90ACC-B6DA-4841-81DF-13FEA2DF3AA4}
Topo=79=1, {CDF315CC-C69B-48AB-808C-B4C90E485B15}
Topo=80=1, {08C8EF2B-A127-40CA-B757-B612BD6BD837}
Topo=81=1, {BBFD1EC7-EBCB-4A19-9925-A5A0B5FFBDBC}
Topo=82=1, {6CC12C6C-B391-428B-8BF1-5A2E6E43E65D}
Topo=84=1, {FB5DDA94-B210-4B3A-95B8-16DC4B0F22A4}
Topo=83=1, {B63B319A-9E79-4432-B8F5-E629E2AB0082}
Topo=85=1, {2D040CD2-8BDB-44D1-8A6E-2AB7315B5F79}
Topo=87=1, {5775D359-DEF8-40AD-831E-2F511FC6D30A}
Topo=88=1, {B3AFBFD1-991A-4CF5-977E-823745925AF6}
Topo=89=1, {5D9882FF-E261-4A6F-94EE-E63EB2A56802}
Topo=90=1, {1E198DC5-3774-4DC4-9C4C-50F63F3C7AE4}
Topo=91=1, {27920D1E-D903-4FB5-8345-ACC4AEB9FE36}
Topo=92=1, {E31C1E1A-E352-4298-9126-1547C28E5F64}
Topo=93=1, {5AF7D94B-3BCE-43AA-AA84-58039B439BC2}
Topo=94=1, {C5F84A87-4B06-46A3-BEE1-5708CE4FF9A4}
Topo=95=1, {72F04822-6BB3-4546-9C4E-1F702EDE1DF0}
Topo=96=1, {1C931288-71D8-4C13-A022-AB1312B8CE89}
Topo=98=1, {F05BD30A-3C6F-4DC2-8BC2-DB46790C7C1A}
Topo=99=1, {C0CB3B15-F176-4276-8748-E6A6881DDCD5}
Topo=100=1, {CC5684D8-3105-482E-AED5-531A5A007E38}
Topo=450=1, {AEFC53CD-99BE-465B-A705-3C8AF2A134A4}
Topo=197=1, {A7B7A86B-4DD9-4EED-B4B1-4B88ABC1B7D7}
Topo=101=1, {E5DE79FF-57A0-4855-BBA7-5FEBBDA67C8F}
Topo=102=1, {21C51D95-D0E1-4AF6-B787-43C947360F01}
Topo=105=1, {217AB3FE-027A-4CA6-A3B6-9530B502D4B6}
Topo=103=1, {8B006D6A-8A00-4D46-804A-7C1286853871}
Topo=104=1, {01F797C9-250E-4AB2-B5E4-08BC911A0FC4}
Topo=106=1, {9961F94F-F5B7-4DA3-8F2B-D5327AEEF445}
Topo=108=1, {64774D22-C382-41F9-93BE-9EDE66F0ACB3}
Topo=107=1, {2AE7C255-69A2-4287-A3F4-B0960708C041}
Topo=109=1, {BFBF7FD1-0720-4B1E-8D16-7166DF794B78}
Topo=300=1, {88F544D9-8766-4001-AE84-0C8C150A05A9}
Topo=110=1, {8DA87F30-5943-476B-9D58-C9E1FA05546C}
Topo=111=1, {5ACDBC9E-9B56-4A9D-BD4E-AECABB2294D2}
Topo=112=1, {5BB2EBA0-8AED-4515-AB51-9FE1B95DC0AA}
Topo=113=1, {327A1E05-9B42-43BD-AAD0-2D4FBE9A1635}
Topo=114=1, {4093B4F6-562A-4186-AAE4-4F55516DF37B}
Topo=135=1, {EA1F8FB1-01A3-4121-92F0-5430D95A6E3C}
Topo=152=1, {3045FBEF-2DBF-40B6-A7CA-E3D378FD8D9A}
Topo=160r=1, {91296816-464D-46B9-A7D2-61CAF733EF9E}
Topo=160=1, {8C761E44-3ED3-492E-A3B1-3033C9CF0A0E}
Topo=61s=1, {170C276E-5FA1-4017-8289-17CE6B563871}
Topo=300_open=1, {B96E9F4C-2FE0-4133-AFCC-BA525E7A9558}
Topo=94_open=1, {C8D0A3E0-A761-4CFA-A21A-6D12029826CD}
Topo=610=1, {10688301-8D70-4B19-9C8A-12A074A481EF}
SrcLoc=source=1, {AF59724B-A64E-48C5-943C-70995AB2589A}
25=source=1, {38737B64-18EF-481B-BBF5-EFC18A4D97E5}
PosPt=Vsource.source=1, {3D595976-936D-4A24-A108-9006FF785308}
CapLoc=c83=1, {00045C56-3F5E-4DD1-84FE-BC02B38E7BD4}
106=c83=1, {A88FFD6A-8CA7-4D01-A366-046B6F98B214}
OpLimI=OpLimI_112.4_149.9=0, {EADCF912-3B63-40DF-A5A9-5E4F90B59A34}
PosPt=Capacitor.c83=1, {A6AFF309-E95A-41E8-BEE4-61FBE80FD013}
CapLoc=c88a=1, {4C297C33-3EB4-4CB5-A46D-2D43BA6931A6}
CapPhase=c88a_A=1, {95535B96-803F-4634-9FA9-01EDDE6A4421}
106=c88a=1, {5BCCB1DC-E785-4F91-BC06-C039687AD976}
OpLimI=OpLimI_28.1_37.5=0, {0C916026-C665-42D4-B650-7489308A0928}
PosPt=Capacitor.c88a=1, {A8609C33-D261-458B-B857-D82EC70BC4D1}
CapLoc=c90b=1, {BB8B2E4F-F744-4C34-86E4-1BFBB3062940}
CapPhase=c90b_B=1, {D1A169DB-A257-468A-9145-EC1CC501B393}
106=c90b=1, {E3F5C467-6623-4089-B061-A201F8167FD4}
PosPt=Capacitor.c90b=1, {81DA2541-58F9-402B-BCFE-00330A808FE7}
CapLoc=c92c=1, {20B31DFA-A912-42DC-A017-0C4B2B1ED168}
CapPhase=c92c_C=1, {A7859593-67CA-4840-8A49-4A3C30CB56B8}
106=c92c=1, {C51E0D78-4CE8-43D5-A835-D2F70C0CA6B7}
PosPt=Capacitor.c92c=1, {BAE1C206-7C54-42D3-B1EB-595F5C11D78A}
TankInfo=cimxfmrcode_reg2a=1, {E8BA442C-FA74-4B6F-A6CF-745CE24CF4A9}
TankInfo=cimxfmrcode_reg3a=1, {1CF69FE0-64F6-4170-B3B9-1503C6736D3C}
TankInfo=cimxfmrcode_reg4a=1, {30230BF5-B2DC-4FCF-B7CD-F2A539F2F29F}
TankInfo=cimxfmrcode_reg3c=1, {144112E0-F61F-4E4E-8C66-11BD5AE9AEE9}
TankInfo=cimxfmrcode_reg4b=1, {D358D129-703A-4922-98F5-2A831946D37E}
TankInfo=cimxfmrcode_reg4c=1, {E43D7B91-87E8-46DC-85D3-D874EDF5C67E}
WdgInf=cimxfmrcode_reg2a=1, {6E5E397D-1795-4F75-8470-52BD5DB5CA59}
WdgInf=cimxfmrcode_reg2a=2, {B0301C66-10DE-4899-8756-23A10C84DA92}
OcTest=cimxfmrcode_reg2a=1, {E75940FA-EACF-4416-A8FC-955BDF683838}
ScTest=cimxfmrcode_reg2a=1, {420B376A-A6EC-4B8D-B410-F8387AA73D75}
WdgInf=cimxfmrcode_reg3a=1, {CDF9DFC1-25BE-49CF-8CC2-16F86608673F}
WdgInf=cimxfmrcode_reg3a=2, {E9341F48-024B-45D7-9050-81844FCB0848}
OcTest=cimxfmrcode_reg3a=1, {872F069C-016D-4C24-8B20-03908C6BFB47}
ScTest=cimxfmrcode_reg3a=1, {7722E93A-DC61-4BCB-8B0E-E4692B286B2A}
WdgInf=cimxfmrcode_reg4a=1, {F81BB509-B874-4EF3-A774-7DA848032739}
WdgInf=cimxfmrcode_reg4a=2, {42DF1923-5BE2-4A57-AD2B-EC7FB5EC1F2D}
OcTest=cimxfmrcode_reg4a=1, {C1EB351E-E1F5-4333-ADE2-E0BB8F1145C0}
ScTest=cimxfmrcode_reg4a=1, {9C2BCB38-46A6-4C47-9036-380BA2199A30}
WdgInf=cimxfmrcode_reg3c=1, {C5131F78-888F-4885-ADB3-7558A43928F6}
WdgInf=cimxfmrcode_reg3c=2, {A54B742C-B74A-49D7-9B77-A105504CBD6C}
OcTest=cimxfmrcode_reg3c=1, {DB39DADE-E36F-49B8-A22B-3F077A1B034E}
ScTest=cimxfmrcode_reg3c=1, {679D1EDE-54DE-40DD-9F90-7940AB004860}
WdgInf=cimxfmrcode_reg4b=1, {AEA0D251-8F4E-441C-990B-ECF06D7E10B9}
WdgInf=cimxfmrcode_reg4b=2, {CD60C10D-7A28-4743-8149-E451C1472828}
OcTest=cimxfmrcode_reg4b=1, {521FE18F-29C9-40A3-BADA-62F861441945}
ScTest=cimxfmrcode_reg4b=1, {1724584F-C84A-45E0-8FF4-CE865E0A40C3}
WdgInf=cimxfmrcode_reg4c=1, {B5B33976-3AD5-4CBE-82AE-226AB4CEBA60}
WdgInf=cimxfmrcode_reg4c=2, {CAEE4A41-8282-4B2F-84B0-54660DC7B9ED}
OcTest=cimxfmrcode_reg4c=1, {30C7E4B4-44E7-44CF-B3A1-37421F1EBA8A}
ScTest=cimxfmrcode_reg4c=1, {30637E34-74BD-4B27-A685-B82739423520}
Bank==reg1a=0, {A4F68548-3567-4E73-90EF-FE31460C1355}
Bank==xfm1=0, {D0F55BE6-983B-439A-B55E-F05FB2AD7D82}
Bank=reg2=0, {0E0183C0-D2F5-4114-BBC5-3425445FF6C0}
Bank=reg3=0, {7B8EE0CA-B5E1-4705-AEC0-96A41AC93B2C}
Bank=reg4=0, {CD2C0847-5291-48A4-85FA-C27959FA1C52}
XfLoc=reg1a=1, {148B393B-9B4C-4E04-83AC-009605C4E6AC}
PosPt=Transformer.reg1a=1, {C17E63F7-B832-4B2F-88E1-150910F2744E}
PosPt=Transformer.reg1a=2, {44D0D7B0-BE2C-4B17-B6BC-2D61BCF0963D}
Wdg=reg1a=1, {A0A9AF34-BEE9-40FF-AE14-BB051E71246D}
Wdg=reg1a=2, {C3A80EAB-4006-44FB-831B-D89132A556D0}
XfCore=reg1a=1, {44F2DDCA-C945-4D3F-8215-5BA0CB56589F}
XfMesh=reg1a=1, {3481FFE5-831A-4027-8CB5-5491C3522211}
XfMesh=reg1a=2, {380AAEF8-BCDF-499D-A341-F707804FB23D}
XfMesh=reg1a=3, {E32416E4-B88D-4203-B2BD-ECE2A4191C3C}
34=reg1a=1, {05E11445-631C-42C9-9E70-D768E121B390}
OpLimI=OpLimI_763.3_1040.9=0, {54BE6744-725A-4FE4-8494-AA927C5F923B}
34=reg1a=2, {97AC4BF8-0106-4492-A323-C32CE37449E4}
XfLoc=xfm1=1, {70387510-8D60-4B3D-9498-6D7C45B55544}
PosPt=Transformer.xfm1=1, {F6015AF8-F972-48AE-9885-83892B84E4F6}
PosPt=Transformer.xfm1=2, {6C333F6B-8727-41C7-9559-53336B4BB24C}
Wdg=xfm1=1, {E7B77CF6-2E01-4A2C-90EC-DFEEAC76A209}
Wdg=xfm1=2, {4EB4E753-9BB4-4C3F-B2F8-CFDC7571AB16}
XfCore=xfm1=1, {ABDB9914-688C-41BC-BAB2-F38390B49A30}
XfMesh=xfm1=1, {69EE9315-F953-4EF1-AADD-3C55CB459B1F}
XfMesh=xfm1=2, {627997FB-C0CC-407A-A669-8488DCD889BE}
XfMesh=xfm1=3, {85B143AB-FDA9-43A3-9C34-D7C4DC50E076}
34=xfm1=1, {3419254C-4972-44D2-A236-ECD50BB47152}
OpLimI=OpLimI_22.9_31.2=0, {F20786CB-0618-48D5-A09B-937F7971D4B0}
34=xfm1=2, {06D1ED7D-FE01-4912-B304-B9ED93C2983C}
XfLoc=reg2a=1, {AB94CA6E-27F0-4F2C-9B58-65955E57F249}
PosPt=Transformer.reg2a=1, {B6DEFDEC-D248-461B-AA88-A9ACC0FC40AA}
PosPt=Transformer.reg2a=2, {BC7216C6-CD1B-4850-8608-D98B3D18207B}
Wdg=reg2a=1, {F9352F17-1BA3-4BF9-8F95-5BB17A55A45B}
Wdg=reg2a=2, {0C5F63CF-BBF3-4E4C-A1AF-EE1FA9E1C9D0}
XfCore=reg2a=1, {857A92E7-6373-47FA-91C0-E14C1FD652A2}
XfMesh=reg2a=1, {59FE3F40-93B5-4E1B-908A-5F99BE5E20BF}
XfMesh=reg2a=2, {215983B4-1F3A-4FC7-8862-B14C1C66ED11}
XfMesh=reg2a=3, {1E322BB5-D76E-40D1-ABC0-D9A4598D6D47}
34=reg2a=1, {3447DF69-2373-4BB7-B041-4C2B27800B60}
OpLimI=OpLimI_915.9_1249.0=0, {61FBE193-8A03-44B5-8DC7-CD79CF056CC7}
34=reg2a=2, {813A514C-0C2E-4542-9393-2AA97F8D2397}
XfLoc=reg3a=1, {9076005C-F20E-4FD5-98BC-5A2D5BBA7948}
PosPt=Transformer.reg3a=1, {211D38BC-34D9-4526-ACB4-8127C1889C71}
PosPt=Transformer.reg3a=2, {1D8C4FF8-CBC1-460F-B5CE-443C18E3F03A}
Wdg=reg3a=1, {84E2C627-986E-4BF9-91E3-6A0077879ABE}
Wdg=reg3a=2, {B308F84D-CF6E-4EE6-BA90-35B753A411AA}
XfCore=reg3a=1, {C6D1D8E6-0551-4F64-BD9B-2E88C7F67588}
XfMesh=reg3a=1, {D2CE11DC-B770-447B-B7AA-2528F5560793}
XfMesh=reg3a=2, {8FB79BD0-10EB-4F52-8BFB-5513885DD3AD}
XfMesh=reg3a=3, {99932B73-98E5-4AE8-B405-DB7D19F885C8}
34=reg3a=1, {12202CAB-B243-4EF7-89D4-25A98C659477}
34=reg3a=2, {A9BDB81C-A65B-40BC-A190-3B460661FB14}
XfLoc=reg4a=1, {07A6B3AA-BFC6-4368-AA28-E6C0265FD11F}
PosPt=Transformer.reg4a=1, {AD4F5704-DEAD-4663-AEBE-3FE3ADE494D5}
PosPt=Transformer.reg4a=2, {C77C3604-15C8-415B-95E5-D0442C4A9DC2}
Wdg=reg4a=1, {9F02A0BF-AA23-4E72-AD9E-2607561B5C98}
Wdg=reg4a=2, {3282668E-21DA-43C0-81D6-CDF83039D438}
XfCore=reg4a=1, {57567D80-8E87-4082-BA6F-CB01E9025EE9}
XfMesh=reg4a=1, {6DD5D4AF-D214-480F-ACD9-A1A5CE2CAAF8}
XfMesh=reg4a=2, {3B40BD51-1B65-4978-8B2B-E20AAFEB3DA2}
XfMesh=reg4a=3, {6B39BC6A-9265-468D-B6BC-28E9A4046C27}
34=reg4a=1, {925F6E2D-596D-412F-8E37-F22FC135AD32}
34=reg4a=2, {F26A9B40-3C0A-4EF0-A300-D6C1BCE19DCE}
XfLoc=reg3c=1, {CDA0652B-3739-4CF3-BC34-63726024147A}
PosPt=Transformer.reg3c=1, {A3719998-99B2-4209-891D-C8EB2632BE2D}
PosPt=Transformer.reg3c=2, {09F14558-3C38-4A63-B84E-DE30175482F6}
Wdg=reg3c=1, {D088B904-4C5D-482A-8E8B-E25410649A0F}
Wdg=reg3c=2, {54A8B671-9F88-49DA-8D17-972FF9BAA708}
XfCore=reg3c=1, {6858E7DC-7B4B-4161-B5BC-ADC136B73603}
XfMesh=reg3c=1, {B84405F8-7B4E-4811-8BF8-F33B53664FE9}
XfMesh=reg3c=2, {D3CE4EA0-9531-4D4C-BEAE-F3A2F1A2B4EE}
XfMesh=reg3c=3, {CEC9EB37-B7F5-4815-8E48-F2F133B95A90}
34=reg3c=1, {2F9A5813-C8BF-45AF-B03C-239C39368853}
34=reg3c=2, {B2854249-1D82-4D22-BF1A-E5B7B46FA91A}
XfLoc=reg4b=1, {318F25CE-E866-4C38-A692-2778728A6326}
PosPt=Transformer.reg4b=1, {E1263E15-3901-483E-B8F4-0E9F4A06A958}
PosPt=Transformer.reg4b=2, {68AC4F1E-15F0-46B1-AEB6-5FD20AC988FC}
Wdg=reg4b=1, {D27411D8-7EBC-464D-9457-1C073BE8604F}
Wdg=reg4b=2, {ABC3F5A8-039C-47A0-A1F6-43AA3CC3712F}
XfCore=reg4b=1, {615FA94E-F70B-493C-803C-51B2C6614447}
XfMesh=reg4b=1, {A01DB43D-E81A-4D05-9276-244AF0EF2CC5}
XfMesh=reg4b=2, {AF71E8CC-DE3B-42EB-844A-97B329A112E6}
XfMesh=reg4b=3, {449CBBD7-E9BF-44FC-A294-B333FB6C1C43}
34=reg4b=1, {94AB9A33-CB27-4D56-8009-54EC0D3BE47A}
34=reg4b=2, {02BF781B-2859-4BAA-9ECF-E8748E726E00}
XfLoc=reg4c=1, {F7DBDBD5-C05F-468E-884F-8CF69BC357AE}
PosPt=Transformer.reg4c=1, {D9805BF2-4F99-4FED-ABCA-819B07AAA66C}
PosPt=Transformer.reg4c=2, {00AB5156-8D39-463D-B785-E18C6964D760}
Wdg=reg4c=1, {C6EF303B-9041-4DAC-A184-F1D8FE91B520}
Wdg=reg4c=2, {B172B219-C531-4D6B-BF26-605550942A66}
XfCore=reg4c=1, {2257C149-4FF4-4A86-BEC3-9F338DD3918B}
XfMesh=reg4c=1, {7D78897B-0A34-4102-A510-EDBB1C6C2E81}
XfMesh=reg4c=2, {D0E3BFCB-3B08-422C-BEFF-5CDAEB23D571}
XfMesh=reg4c=3, {17F197D5-437D-4E24-A83E-9ED3E01EF1B8}
34=reg4c=1, {12CCC2D1-0F13-42A1-A24D-1981324524A5}
34=reg4c=2, {DE835938-E883-41D7-9139-DA74CD489535}
TapCtrl=creg1a=1, {8FC282A5-AA6F-4F89-962D-0C8FB1E04A16}
TapCtrl=creg2a=1, {F7A670CA-8796-472E-A697-17C31E558CBF}
TapCtrl=creg3a=1, {19CD9035-E4B3-40B5-84DC-06475A9723CA}
TapCtrl=creg3c=1, {7B1C8872-FBC8-47D1-905B-51762BBC530D}
TapCtrl=creg4a=1, {7798A2C4-0A6B-4088-9FAE-4A2CB89C47C9}
TapCtrl=creg4b=1, {6F84AD6D-8650-4FCC-A4E0-CC14E21BC90A}
TapCtrl=creg4c=1, {15CF97B4-4A2D-457E-AB06-9372A2AF3F87}
LineLoc=l115=1, {EFF2BAF7-5CE8-4D14-A075-AC85DB16C518}
LinePhase=l115_A=1, {9CAF4657-C15B-483E-AC59-261A93647566}
