Circuit.cim_der, {446686CE-2A6C-4775-8A5A-DA4760477919}
OpLimV=OpLimV_69.0000=1, {B96C361C-7C7F-405B-BC10-7897A29E6A2B}
OpLimAHi=BaseV_69.0000=1, {D2DD4D9E-014A-47B8-91C9-FB55D39FDD5D}
OpLimALo=BaseV_69.0000=1, {6CDE6A78-19F5-4792-BB60-FCA159F8A8DD}
OpLimBHi=BaseV_69.0000=1, {15C96780-3FB5-43B2-B942-EC8898E9F58F}
OpLimBLo=BaseV_69.0000=1, {17406B1D-A839-4AE1-B4F2-1DBC7EFE5640}
BaseV=BaseV_13.8000=1, {7998F724-C237-490F-8463-F928BD207FFD}
OpLimV=OpLimV_13.8000=1, {F36ACF52-8051-4527-ADBF-479C59116F65}
OpLimAHi=BaseV_13.8000=1, {93F85A6E-5C81-4CAE-9DCB-6BFD7BE83233}
OpLimALo=BaseV_13.8000=1, {A6D4E2D6-8E3E-4FAE-A491-60794E8FA114}
OpLimBHi=BaseV_13.8000=1, {094FF6B3-5AC6-4EF2-9B04-DE5A44DD279E}
OpLimBLo=BaseV_13.8000=1, {3F4ADDDB-28CB-463E-A4BF-5F015092E5B6}
BaseV=BaseV_7.2000=1, {A2F4F3F2-0059-4311-AA8B-FDB0BC5FFCE7}
OpLimV=OpLimV_7.2000=1, {6216CE69-7ED0-4E33-84C7-FF3A11745821}
OpLimAHi=BaseV_7.2000=1, {F050EB0F-8CFE-493C-92E7-580D29472E6B}
OpLimALo=BaseV_7.2000=1, {6C96729F-9B21-4CE5-A6F3-1A9687774F1D}
OpLimBHi=BaseV_7.2000=1, {CA687876-C8D3-428C-8B08-1372B15E5B2B}
OpLimBLo=BaseV_7.2000=1, {E2D54605-4D06-436C-BFE7-2C2128197DEF}
Topo=low=1, {395C31B1-080A-4A2F-98CD-7E6087E66D3D}
Topo=tert=1, {3F711837-0A31-484C-AEE2-3011872A22ED}
Topo=sub2=1, {ADFAB712-0F80-493D-8EDC-B732BDF23840}
Topo=mid2=1, {F9819101-60FB-4B1E-AC76-CFA93A3597F7}
Topo=mv=1, {6015D0CB-E333-4007-A76C-9FBEBCB09CFF}
Topo=regout=1, {4DB98563-69F8-47E2-94D2-A57006EF5F12}
Topo=lv2=1, {0CFB925A-73BD-4ACE-B318-791285928BDF}
Topo=load2=1, {F1C6F732-E90F-43EE-8692-9284F8BC8AA3}
Topo=lv3=1, {A8AD3BF1-3F78-4D01-8A35-773CDA5243DD}
Topo=tert3=1, {F98E4EF5-BD48-44D3-8576-5094FE39EF89}
SrcLoc=s2=1, {C98513E4-ECD0-436E-BC13-E678FAEA33DA}
25=s2=1, {C356372F-D36D-40F0-8B99-2B9FA7C3E0F2}
PosPt=Vsource.s2=1, {7C10EC2B-2BD6-4378-8390-C9C29C9F4110}
Bank==t1=0, {F455CF52-AE50-4E9A-A549-9E68DD2C281C}
XfLoc=t1=1, {C3365DBD-645B-4FED-B4A9-E6B0D784F996}
PosPt=AutoTrans.t1=1, {FA71992B-F0DF-4722-A9DF-1826202084A3}
PosPt=AutoTrans.t1=2, {F65DCDC0-8547-4327-9311-59B94719BCD1}
PosPt=AutoTrans.t1=3, {EE2811B5-F20B-4D35-A674-F8815FB83FBA}
Wdg=t1=1, {493ABBA1-2D3B-465F-B82D-8FBE85E3876E}
Wdg=t1=2, {4E344221-435D-46D5-B73B-F733A63FB0BA}
Wdg=t1=3, {0DD47B5F-33B4-4E7C-AA95-583AB2ACC467}
XfCore=t1=1, {9EFFDCA2-7B2E-4170-9578-9B78781729DF}
XfMesh=t1=1, {060D748A-8758-49C9-A07D-C32988E418AB}
XfMesh=t1=2, {3A3A2725-93CC-4F00-A22F-F28384016223}
XfMesh=t1=3, {20B32696-40BA-498B-B2EF-06AE999B124C}
298=t1=1, {F227926E-AA51-4075-A06F-0B9BB404C800}
OpLimI=OpLimI_1139.0_1553.2=0, {3F1373E6-639C-425A-97A2-D3D627BC5693}
298=t1=2, {4160433A-39D1-472B-8EB9-47F3889F7D2B}
298=t1=3, {C1A6EA64-0C43-4FFA-8FBC-F0C3C455A7AB}
Bank==t2=0, {8D9A7C5D-AFFD-4446-A577-C03E51355DBE}
XfLoc=t2=1, {16F5A534-424E-41E7-9011-ED0545C92CCF}
PosPt=AutoTrans.t2=1, {A57F54C8-B90F-4FD3-A6FE-7B065F2EE07D}
PosPt=AutoTrans.t2=2, {20DAC763-E6E2-4F72-8862-1327C705FBE7}
Wdg=t2=1, {5183A8A5-8F34-42E2-8A0F-EF8B98D4A2C3}
Wdg=t2=2, {275640D9-DD04-4372-941C-66EF9F808C96}
XfCore=t2=1, {E19CABF1-4415-41F2-883E-CC0936D51DE6}
XfMesh=t2=1, {FC84E4E3-2457-443E-A00A-A503646C3A02}
XfMesh=t2=2, {BDC9D2D6-1BF1-4F9F-9199-771114518D20}
XfMesh=t2=3, {02DB975B-4C4A-4AF6-AD18-189C5E915A88}
298=t2=1, {0FF25E37-CF5C-401C-9752-8C623B517B7B}
OpLimI=OpLimI_690.3_941.3=0, {C04BD188-C886-4A8F-91CC-A934FCFE7625}
298=t2=2, {F7BA5694-A2D5-415C-AA73-0A35676096FF}
TankInfo=cimxfmrcode_reg1t=1, {BB91A68A-AFEA-4E90-A6D5-6F238AAA3B5B}
TankInfo=cimxfmrcode_reg2t=1, {60391A2A-C861-4EA5-978F-CB8A1CAC49FC}
TankInfo=cimxfmrcode_reg3t=1, {AD3FF815-1D81-4F7E-9FAC-D8E12FA18813}
WdgInf=tc1=1, {F37267F8-795B-42A4-8EC9-B5D8F690EBAE}
WdgInf=tc1=2, {DE8B8A02-9508-4D44-B232-77D8007A19E6}
OcTest=tc1=1, {E1577DF7-9F0C-46B2-90F8-27813ADEA0A0}
ScTest=tc1=1, {08CD0090-3223-4B8B-A300-7421F3F9B3F4}
WdgInf=cimxfmrcode_reg1t=1, {C7455DAD-571E-4EBC-82E7-2B80878C5394}
WdgInf=cimxfmrcode_reg1t=2, {D8CB9A6E-E226-44F1-812E-654E52B58F6A}
OcTest=cimxfmrcode_reg1t=1, {65A5E98B-665C-4AAF-8705-D24269EB82E5}
ScTest=cimxfmrcode_reg1t=1, {50C06A0E-2455-4616-A7A8-8F8BFF7F9A61}
WdgInf=cimxfmrcode_reg2t=1, {C5AFF8A1-595B-42EC-B319-3F7CB0CB40FF}
WdgInf=cimxfmrcode_reg2t=2, {6C43C625-61F8-4BDD-8C76-34A5E08E51B7}
OcTest=cimxfmrcode_reg2t=1, {6E5C1C97-6EC7-43AD-BD48-CFF1CD5DB881}
ScTest=cimxfmrcode_reg2t=1, {F9ADD7DF-9FE1-403F-9041-5C029250720E}
WdgInf=cimxfmrcode_reg3t=1, {4311BD5F-31BA-40F7-BB8F-653D30C4FF83}
WdgInf=cimxfmrcode_reg3t=2, {9B54EB74-D6D6-40B1-A979-51E416E35FED}
OcTest=cimxfmrcode_reg3t=1, {FC896113-D80F-4081-A5EE-C9B33FF93B86}
ScTest=cimxfmrcode_reg3t=1, {E1F16A81-DE1A-4ED1-8CA5-D003BA4BB7F6}
Bank==sub=0, {060727AB-CA89-4E54-9205-670C7F8F81AB}
Bank=regbank=0, {54B57DD1-E672-42B3-A930-FAE82E763A36}
Bank==xfcoded=0, {78BE886C-949B-4382-9A91-5659C6077FA6}
Bank==t3w=0, {6CB5CA49-D3AC-4627-90B2-E4B1534EBA7D}
XfLoc=sub=1, {7FAA2ADF-2A47-4ED8-81A7-656385D8BEA5}
PosPt=Transformer.sub=1, {6CB832FD-2BC6-498C-948F-6B9EC2C9C3F6}
PosPt=Transformer.sub=2, {20A293FC-3E20-4266-9F24-C17AB5BFBC67}
Wdg=sub=1, {23E81F90-7868-4AA6-925F-7361F15B3726}
Wdg=sub=2, {0CF7851D-6F61-46C4-ADCF-3722ADCB5A17}
XfCore=sub=1, {75D00F5E-435E-4909-A675-CBE466EB2FC6}
XfMesh=sub=1, {C82365BA-C137-4288-9F7D-D7D17743B445}
XfMesh=sub=2, {6794D49A-97B5-43B4-82F1-815D1B1A075C}
XfMesh=sub=3, {B30DEE72-FA49-4860-B25C-48CCDE1FFB34}
34=sub=1, {63BBF6D6-B285-4940-8496-1DD84A40B85F}
OpLimI=OpLimI_394.5_537.9=0, {D88452DA-57C2-4C07-BAA3-F1D5E1264276}
34=sub=2, {859A694E-D11C-40C0-B337-5E7DE57A05C7}
XfLoc=reg1t=1, {8ED48A2D-3B20-44D4-93BC-34F4B2F5B677}
PosPt=Transformer.reg1t=1, {0D493023-5FE3-4809-B289-B6F13EFD865F}
PosPt=Transformer.reg1t=2, {9B57CBAB-9E12-4A87-AF07-C16127AACA31}
Wdg=reg1t=1, {5437DFE6-67DF-411A-A79B-A7740775D778}
Wdg=reg1t=2, {B911FB37-8038-4A72-9334-4A956AD2F5B4}
XfCore=reg1t=1, {3DBA2225-244C-413D-A2B7-8B94BE14C288}
XfMesh=reg1t=1, {C106BFFA-1ADF-428E-B056-238D052A620D}
XfMesh=reg1t=2, {64A021E5-4FA9-43CA-AE06-16C45EEFDE96}
XfMesh=reg1t=3, {63215543-97C0-4C23-A00F-CABC2E2CDAF9}
34=reg1t=1, {DB7A4D6A-D5DD-497C-BD92-7367981A00F4}
OpLimI=OpLimI_305.6_416.7=0, {2530DD3C-C594-4413-8936-C17FF9E42541}
34=reg1t=2, {51A29170-D746-401E-B1DA-4FA140C22EBA}
XfLoc=reg2t=1, {DB6E2721-EDD8-4636-A60F-FB475C90A28F}
PosPt=Transformer.reg2t=1, {04BD9245-4D47-47E3-847D-2FFB68E56861}
PosPt=Transformer.reg2t=2, {945CF7E2-5E28-407C-AC20-30D9A12D4223}
Wdg=reg2t=1, {2E2C1889-624E-4141-BDCF-520F39AB5DC0}
Wdg=reg2t=2, {2F8197E8-B3AD-4AF0-AD7C-D8D19D24B861}
XfCore=reg2t=1, {CD6BBA2E-FE6B-4FC4-BFF7-65982EFB2983}
XfMesh=reg2t=1, {E3AE36C1-CA8F-471A-AA9D-9C3E8ADFF7EC}
XfMesh=reg2t=2, {F751A9C5-B56F-4011-B2F1-727D716D6455}
XfMesh=reg2t=3, {5EB5912B-7010-49D2-9804-B462D5F53949}
34=reg2t=1, {7E776C54-E5C5-41EB-808C-A8B8E6A9B06A}
34=reg2t=2, {AF758221-106C-41A8-B603-E70E377794FC}
XfLoc=reg3t=1, {BFB308C8-C33F-4A45-B1A7-0A246A63840F}
PosPt=Transformer.reg3t=1, {B4AECB92-3880-4FB2-8C99-18ABD2CEE25F}
PosPt=Transformer.reg3t=2, {D3E61106-ED4E-47DA-A538-F9EBB6A9A5C0}
Wdg=reg3t=1, {FA2AA5DC-8129-4CCA-B0E5-7CFFF397B7D3}
Wdg=reg3t=2, {76C62E1A-4FD0-4DCD-A05C-F7669BD22D9C}
XfCore=reg3t=1, {B4A3A0A3-6FF1-4959-8F89-6546372E1F82}
XfMesh=reg3t=1, {19ED5FB4-1077-4268-BA22-DA26D5129975}
XfMesh=reg3t=2, {88274068-2EC1-42F2-9A8A-1F80314713C9}
XfMesh=reg3t=3, {BCB8466A-943E-4459-99F4-2BC0EB677683}
34=reg3t=1, {1D31A99E-A842-471D-B5F4-411875032DD8}
34=reg3t=2, {D794CFB0-0E84-46A5-AF37-E2873E168878}
XfLoc=xfcoded=1, {D08F73D5-BBCD-4900-A1E8-2DC3E0889996}
PosPt=Transformer.xfcoded=1, {ECAAD87E-8D01-4C60-A12C-79E46905B4C4}
PosPt=Transformer.xfcoded=2, {4DE40188-4672-4989-8164-A4B6056E289E}
Wdg=xfcoded=1, {0D649B21-3347-4F0A-9103-28474B5804F9}
Wdg=xfcoded=2, {517CF1E3-51AD-4A67-B8C3-69D5636C1BC2}
XfCore=xfcoded=1, {6C188222-8E59-4957-B02B-7EB253451024}
XfMesh=xfcoded=1, {637B1E17-043E-4554-8043-D7361546A086}
XfMesh=xfcoded=2, {B9D5C674-7BCE-45CC-8E2C-33185270481E}
XfMesh=xfcoded=3, {10EA9254-585A-4455-A2DB-CCB22120B7D3}
34=xfcoded=1, {38AAE6F2-D1F4-4E0D-BECE-403A44BA6695}
OpLimI=OpLimI_25.5_34.7=0, {FB2BADA3-6E0C-4608-B4DF-92104926ADC6}
34=xfcoded=2, {F22CF06A-27AC-4546-9506-06C6F8404246}
XfLoc=t3w=1, {7610CDD6-411B-4AC9-9AF7-93ADED90E4BC}
PosPt=Transformer.t3w=1, {C77ACE6B-B987-4015-BFCA-67C54B7B2302}
PosPt=Transformer.t3w=2, {5630B4C4-510F-4996-A49D-FA4073F38AAA}
PosPt=Transformer.t3w=3, {9A8B3D74-A9EA-4838-813B-52FD7FA693EC}
Wdg=t3w=1, {4206C9E6-346A-4724-B50D-265D53394E5D}
Wdg=t3w=2, {D4818EE0-3C6D-4018-8B3D-0AA6F8C3E888}
Wdg=t3w=3, {02375005-25CC-458B-920C-464A64126987}
XfCore=t3w=1, {649FB553-0440-4AA0-BD29-351BB860A3BD}
XfMesh=t3w=1, {28E7E5F5-2EF8-4820-A721-B30087E64D9A}
XfMesh=t3w=2, {ED7EF2BE-104F-4967-8174-D510C0A5B54A}
XfMesh=t3w=3, {D3405E68-891A-4F5F-85C0-354DDC3DEFB9}
34=t3w=1, {1A735BB3-AED5-4058-8878-DC35A1B020C0}
OpLimI=OpLimI_152.8_208.3=0, {78863BB8-A3CC-4E58-B7E5-569496889D33}
34=t3w=2, {C84C3A13-9F6C-4FE1-B0B5-D8AB8B9B9D34}
34=t3w=3, {FC2DAD05-E0FE-4612-984F-AAD7A55801DD}
TapCtrl=creg1=1, {60370D55-E013-42D3-9B8A-4A0752EFC9AB}
TapCtrl=creg2=1, {6A3BF8ED-7269-4686-8A11-8C142F6770C0}
TapCtrl=creg3=1, {3C8A85F1-C2C8-48F9-A7A6-9FBFED7825B0}
LineLoc=lc_feed=1, {61D8B003-742E-464F-99C0-A5C8259E0235}
50=lc_feed=1, {B9653434-BBB4-4D81-9C9E-C231D060E6B5}
50=lc_feed=2, {6444C93F-E087-4C8E-A7A6-3DF266B0A50C}
PosPt=Line.lc_feed=1, {8343D5CC-3B76-40C4-8F23-0390CA36BF9C}
PosPt=Line.lc_feed=2, {313A12C6-AAA8-4165-BFFB-143038008B03}
LoadLoc=l161=1, {0C452B61-A987-46FE-A81C-E35925A2E3CF}
59=l161=1, {52E9AC5E-940D-4B85-895D-FA1DE0E35BD1}
PosPt=Load.l161=1, {AAFC1E7A-5BFB-4918-9E42-CC3263AE7F78}
LoadLoc=l138=1, {51C6521D-6B09-476A-8B45-9A8DDBA3D488}
59=l138=1, {5B3EAAF6-0F71-4055-B549-0F714F7B3215}
PosPt=Load.l138=1, {885FFED0-1F0D-4D40-9F70-15E2961C976E}
LoadLoc=l69=1, {EBC03F08-6188-4A47-899E-A8D844B9327C}
59=l69=1, {B111710F-4FF1-46AB-8FC4-B550AF8BF4D9}
PosPt=Load.l69=1, {2B03D99D-AE08-45E5-AFE3-7D4B370035F5}
LoadLoc=loadmv=1, {12A646BE-031A-4F1C-BD35-A691BDB28427}
59=loadmv=1, {23290335-C6B9-4F7D-9C58-7375271003AC}
PosPt=Load.loadmv=1, {618C4065-8A7C-4C8B-9985-F50ABB437631}
LoadLoc=lreg=1, {1975AF9A-3412-492F-834A-A2C52CA206A6}
59=lreg=1, {E7BAA87E-44A9-4536-B1DD-5F6111814006}
PosPt=Load.lreg=1, {90EA5C45-348B-485C-84DC-1CF1257E4C86}
LoadLoc=load2=1, {F9A7D13F-5430-4507-A870-A51DAF693537}
59=load2=1, {7C578ACA-E830-4ABA-AA51-7111FE2AB84D}
PosPt=Load.load2=1, {DFE1C227-87E0-4470-BD47-7AC95ABBEAD1}
LoadLoc=load3=1, {795446A2-681E-40A3-8D1A-4EC2F126E152}
59=load3=1, {F970A8C5-8663-4D00-BFC9-C6AFC670620B}
PosPt=Load.load3=1, {E2259F54-FC9E-4AD0-B968-99B6FFBE28D5}
NormAmps=OpLimI_1139.0_1553.2=1, {84D2C69B-C993-473F-844B-756A1BF2DA63}
EmergAmps=OpLimI_1139.0_1553.2=1, {A4AB6102-EE40-48CA-9EA4-0088E544D11E}
NormAmps=OpLimI_690.3_941.3=1, {E51D4404-1F44-4BE6-9851-ED4677A30A46}
EmergAmps=OpLimI_690.3_941.3=1, {579FCF0D-E169-4CAB-90DB-8E6691D24DDD}
NormAmps=OpLimI_394.5_537.9=1, {33CD2C22-0112-45D2-84EF-29E68E12F56B}
EmergAmps=OpLimI_394.5_537.9=1, {C94D1B6A-5374-433E-9361-703ECBAD996C}
NormAmps=OpLimI_305.6_416.7=1, {BCE428F0-A24D-4852-B1E3-541AB722A08E}
EmergAmps=OpLimI_305.6_416.7=1, {50887CA8-2FD7-4ED2-96CC-2B477813B20E}
NormAmps=OpLimI_25.5_34.7=1, {0D322AEB-9704-4127-9906-C1E59965F90C}
EmergAmps=OpLimI_25.5_34.7=1, {DC69C57C-E1B6-4974-8DCD-B406BA061BE8}
NormAmps=OpLimI_152.8_208.3=1, {964C4390-18E0-4A0B-89EC-AA23C98D92B4}
EmergAmps=OpLimI_152.8_208.3=1, {F96D0144-B2BA-48BB-B1A4-07601A0E494A}
FdrLoc=cim_der=1, {0C44B87F-653F-4232-BED0-C581E7E5D665}
Topo=lv=1, {5ED5AE6C-5A77-400C-B6DF-551F0F970B9B}
Topo=house=1, {B8C51A78-CB98-4A28-9F09-6F13B94F7C41}
MachLoc=gen1=1, {236D5E21-5463-4183-A652-A1120ABC4477}
83=gen1=1, {31DE9099-AEBE-46E4-BB25-DB971788345A}
PosPt=Generator.gen1=1, {9DCCEB5C-6EC7-4BC4-BDD0-6E02DD657D72}
ECP=Gen:dayshape:::defaultgen=0, {2DCBBED9-F00C-432C-B92F-AEC4315AAAB4}
MachLoc=gen1ph=1, {74BDE57C-FC2A-4A6B-90DD-ACF0A9030758}
GenPhase=gen1ph_A=1, {7C563A16-BFEE-49AA-A1CA-55F8F1235D5E}
83=gen1ph=1, {A6185E14-5E7A-4678-9920-0AF315CADF38}
PosPt=Generator.gen1ph=1, {B37553E7-1246-44B2-9D81-8152028DE14F}
PVPanels=pv1=1, {97CC7C8D-4A17-4E1C-93D0-0E44056F23D5}
SolarLoc=pv1=1, {808B064B-75E0-4C9A-AFA6-C818E5EDB3AB}
195=pv1=1, {9AF0AB76-A698-44BB-B47F-4FAEC930F54B}
PosPt=PVSystem.pv1=1, {E252DD36-DEAA-4D83-A858-2C61987EFF77}
ECP=PV:dayshape:::tempshape:::=0, {AF7D6E2E-CC00-4014-86A2-11DF4C5227C5}
PVPanels=pv2=1, {9CB78F10-AE3E-4A14-80F8-4CF9C9A232AC}
SolarLoc=pv2=1, {4CE5EA6B-EADD-4F16-9F7B-13B3977288D2}
195=pv2=1, {4CD8FC7D-3CD3-41E5-93C5-6F4DDA79E7D6}
PosPt=PVSystem.pv2=1, {90DFE909-BDFB-4094-892B-C1A8F5176BC1}
PVPanels=pvsec=1, {8CDA3842-9975-4BAF-B8E2-C2CFC9A8C58C}
SolarLoc=pvsec=1, {93DAE6BE-A857-4574-A9FA-05EDCB5DC4BA}
PVPhase=pvsec_s1=1, {9966177A-5775-40EC-813D-0C62857CE43D}
PVPhase=pvsec_s2=1, {56657B50-EB63-47BC-97BE-350427A90D80}
195=pvsec=1, {CE3BCCC4-33F9-4B23-8F9E-544ACE2FE8EB}
PosPt=PVSystem.pvsec=1, {651AA78A-C6E5-485F-B7C2-A20C3A9DFF36}
Battery=bat1=1, {A9D9C941-A1A3-453B-890F-48DB63A92131}
BatteryLoc=bat1=1, {0C4518CF-F8F1-442D-85B3-125790F35B58}
171=bat1=1, {21F3F010-57E3-4E96-ADFC-D34C50A071F7}
PosPt=Storage.bat1=1, {7367BFD3-9F45-484E-B553-C492D90729B8}
Battery=bat2=1, {FCA703F5-0641-4326-90EE-B3A648507E62}
BatteryLoc=bat2=1, {30901821-E319-42C8-98DF-7126F1C4A770}
171=bat2=1, {6E4FE34E-55E4-461C-9EDD-AA3AB0875BC8}
PosPt=Storage.bat2=1, {7B031C00-14CE-4CF2-A88D-F04C4A5A4C48}
Battery=batsec=1, {7BAB36EA-973C-4E64-A346-3CAFB83F6A1C}
BatteryLoc=batsec=1, {3827C57A-9052-44EE-94F2-26332F18BB0C}
BattPhase=batsec_s1=1, {14438E4E-BF81-4471-9814-F64A3C515576}
BattPhase=batsec_s2=1, {5E970AEE-F7E0-4AB0-B02D-292FF0C2E6F8}
171=batsec=1, {3D1C7CF2-F9BA-4EA9-9C9A-7E5D3AC60839}
PosPt=Storage.batsec=1, {84A903E7-3F0C-402B-8E49-14DB52EA2DC7}
INameplate=vv=1, {9F9D922E-69F2-467E-ABCC-5EBF4D390E85}
IApplied=vv=1, {6824B77D-5986-452E-B114-59F97BF8F100}
IVVar=vv=1, {CCFC6095-5EC9-4855-BDF8-7A0DA072E57A}
IWVar=vv=1, {8BDB0107-A34A-416A-8BF3-4D467190DA71}
IPF=vv=1, {E99693EC-56C6-4743-AABC-6A1092C53475}
IQ=vv=1, {C4EFA77E-FF47-45AD-8770-52039C9704F7}
IVWatt=vv=1, {325985CB-B2D8-4211-A820-69E3012E441D}
INameplate=exp=1, {5B007218-B72A-46FE-86F4-9D49D5213FFC}
IApplied=exp=1, {A9D7309B-2CB3-4F73-BBBF-7D5F3123A200}
IVVar=exp=1, {7BBF7538-CDF0-464D-8359-284BBDFF9979}
IWVar=exp=1, {0A17B081-5451-4B6C-9D55-577E8E2DE736}
IPF=exp=1, {BB5DA01D-1D06-4050-930B-C2EDCF13153C}
IQ=exp=1, {F685CD54-8D0E-4588-851F-564235B42BEE}
IVWatt=exp=1, {20E99DCE-2500-4B19-AFB8-883CD4C1CC8B}
WdgInf=ct5=1, {7EB523AA-9C54-4AB5-910F-9AFC470A6E8F}
WdgInf=ct5=2, {EC3D2362-4378-4AA8-B55F-CC7FE2F08147}
WdgInf=ct5=3, {5CE76749-F8AB-4C15-B961-B375DADA1167}
OcTest=ct5=1, {D7604770-C10E-42D2-B569-644988A6EE5B}
ScTest=ct5=1, {2C7A7024-8830-49B5-A229-969DFA30CFF9}
ScTest=ct5=2, {93B23F20-B82F-47DE-8A23-C7ABEDDE9A0B}
ScTest=ct5=3, {BCE71805-9BD9-4CB4-9E2A-70FF8281B9B4}
Bank==xfm1=0, {95482DC4-E786-4C03-8E45-8156A66168F5}
Bank==tpole=0, {0B99552E-C17E-4553-8E21-7D1B812F1349}
XfLoc=xfm1=1, {C4163FAF-1F94-4BA0-BF1C-D917780867D7}
PosPt=Transformer.xfm1=1, {F25794FC-ADBC-40A3-A899-C4EE0E6DBC06}
PosPt=Transformer.xfm1=2, {8AA7561E-56A0-4C8D-AEBE-0EFA57512F89}
Wdg=xfm1=1, {A500F6CE-3D04-40B1-9A44-B6215C09461E}
Wdg=xfm1=2, {9158AFAC-859A-46B2-ADFF-F168817D48A9}
XfCore=xfm1=1, {787F821F-A3EB-4709-B97D-ABAA93A7BB1B}
XfMesh=xfm1=1, {8ADE6CCA-8E02-4210-847E-71F34F84E448}
XfMesh=xfm1=2, {5FC27565-8BED-4F99-AA7C-F4283B783A32}
XfMesh=xfm1=3, {AFF10820-5EFB-4153-A40A-B45AD7301FCD}
34=xfm1=1, {A85811DE-C7E7-48EC-8840-C0DA4B9DD102}
OpLimI=OpLimI_50.9_69.4=0, {D08DB84F-52B6-463F-BD43-46A15AC8B049}
34=xfm1=2, {20DF54AE-FE9B-48F9-92C8-B2E787AB203D}
XfLoc=tpole=1, {B55887DC-63E6-449F-8955-512D62B24200}
PosPt=Transformer.tpole=1, {64BD6768-1736-49C9-9214-F7FB25F5FB0D}
PosPt=Transformer.tpole=2, {E245E4AD-BF26-4D59-B963-E1CC067B1ABA}
PosPt=Transformer.tpole=3, {44BCACCB-B68F-41E9-BB5E-8C72E90D61FC}
Wdg=tpole=1, {FC88F634-BC9C-45F3-BC14-CB0727D0999D}
Wdg=tpole=2, {E5F5FC98-E1DF-4794-B4CC-E19FF7F9A0CD}
Wdg=tpole=3, {33567A52-CF41-4C0C-AC50-5E832774AC56}
XfCore=tpole=1, {B3C64F18-6F14-492F-ADF2-C8ADF4E8E1B6}
XfMesh=tpole=1, {417DFF02-F3FD-48EB-A17E-44ACDDFC14D2}
XfMesh=tpole=2, {1606FECD-9DBA-43B6-B1D6-682699BE498E}
XfMesh=tpole=3, {D79D60E2-4F85-4154-944A-68DBA529CEAC}
34=tpole=1, {EDE318AD-B70D-485D-AF72-3FA399627B39}
OpLimI=OpLimI_11.5_15.6=0, {AE2DAE53-339D-4B28-A8BB-0F31052481FB}
34=tpole=2, {DC014014-F51F-40B4-A4E5-F0E5A5F0419A}
34=tpole=3, {21B229C4-5537-4326-BC40-F3938568A785}
NormAmps=OpLimI_50.9_69.4=1, {9C437850-0B1A-46BA-96FC-B6D7817B6051}
EmergAmps=OpLimI_50.9_69.4=1, {E0E949BF-48C0-4562-AEE1-8481BBF53A25}
NormAmps=OpLimI_11.5_15.6=1, {0D0AF230-F4FC-4A7D-A2E2-CF1F6C1449F4}
EmergAmps=OpLimI_11.5_15.6=1, {47931070-CC1C-40E5-8C09-A3F37C379A7B}
